loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
53:37.8,0,0,0,0,0,0,0,0,0,11375.48535,-0.044403076,0.001846313,-0.98614502,11375.48032,0.008903826,0.008564875,-0.011271622,-0.005135071,0.011190776,0.007354617,XArbitraryZVertical,0.008019168,-0.018234485,0.146104806,0.989068548,-0.038413588,-0.010534723,-0.999206364,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:37.8,0,0,0,0,0,0,0,0,0,11375.52052,-0.049636841,-0.022964478,-0.993423462,11375.51048,-0.009644779,0.01021579,-0.014888661,-0.008522838,-0.001528671,0.007779181,XArbitraryZVertical,0.00808147,-0.018033276,0.145912347,0.989100097,-0.038031802,-0.010724209,-0.999219,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:37.8,0,0,0,0,0,0,0,0,0,11375.55574,-0.045272827,-0.023956299,-1.006011963,11375.54066,-0.021264963,0.00203079,0.012362085,-0.012247518,-0.019892681,0.008404195,XArbitraryZVertical,0.007729483,-0.017984472,0.145835817,0.989115161,-0.037831899,-0.010045137,-0.999233603,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:37.9,0,0,0,0,0,0,0,0,0,11375.59093,-0.034332275,-0.012451172,-0.981399536,11375.57082,0.01287157,0.00998598,0.039421331,-0.011788547,-0.014256969,0.013953626,XArbitraryZVertical,0.007374259,-0.018198498,0.146038618,0.989084048,-0.03815354,-0.009272157,-0.999228895,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:37.9,0,0,0,0,0,0,0,0,0,11375.62614,-0.045227051,-0.013656616,-1.026153564,11375.601,-0.030892577,0.019913834,0.000176425,0.012477569,-5.67E-05,0.014765322,XArbitraryZVertical,0.007472214,-0.017690978,0.146361223,0.989044741,-0.037181623,-0.009602161,-0.999262393,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.0,0,0,0,0,0,0,0,0,0,11375.66133,-0.041687012,-0.017456055,-0.998397827,11375.63115,-0.059943028,-0.005471827,0.004954636,-0.007855903,-0.004797011,-0.026891351,XArbitraryZVertical,0.007117319,-0.017839712,0.146279961,0.989056698,-0.037371214,-0.008859679,-0.999262154,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.0,0,0,0,0,0,0,0,0,0,11375.69652,-0.031036377,-0.028076172,-0.978668213,11375.69151,-0.02044443,0.034477718,0.041908041,0.003403164,-0.023001283,0.021731794,XArbitraryZVertical,0.006454376,-0.017756602,0.146969549,0.988960521,-0.037018351,-0.007546886,-0.999286115,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.0,0,0,0,0,0,0,0,0,0,11375.73174,-0.031494141,-0.025039673,-1.009597778,11375.72166,-0.057295933,0.024543289,0.051044233,0.006116606,-0.014902006,0.004890978,XArbitraryZVertical,0.005850702,-0.017464649,0.147629218,0.988871205,-0.036268048,-0.006414597,-0.99932152,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.1,0,0,0,0,0,0,0,0,0,11375.76692,-0.035812378,-0.024841309,-0.9947052,11375.75185,-0.056630343,0.011146361,0.077772155,0.003850032,-0.014423082,-0.020361125,XArbitraryZVertical,0.005122209,-0.017458685,0.148595778,0.988730575,-0.036046147,-0.004940396,-0.999337912,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.1,0,0,0,0,0,0,0,0,0,11375.80211,-0.027359009,-0.014572144,-0.952606201,11375.782,-0.048263222,0.048825029,0.113286205,0.001836751,-0.01953241,0.019585133,XArbitraryZVertical,0.004687767,-0.017158553,0.150044949,0.988519152,-0.035329867,-0.004118786,-0.999367237,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.1,0,0,0,0,0,0,0,0,0,11375.83733,-0.033630371,0.020233154,-0.973556519,11375.81218,-0.102536924,0.106072605,0.104079306,0.002125297,-0.006416525,0.04686749,XArbitraryZVertical,0.003730171,-0.016027201,0.151711637,0.988287847,-0.032810796,-0.00250994,-0.999458432,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.2,0,0,0,0,0,0,0,0,0,11375.87251,-0.024871826,0.033554077,-1.022750854,11375.87251,-0.018952683,0.188989386,0.092679307,-0.00207804,0.029710762,-0.010849297,XArbitraryZVertical,0.001977146,-0.011883503,0.154650262,0.987895827,-0.024090858,-0.000230855,-0.999709725,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.2,0,0,0,0,0,0,0,0,0,11375.9077,-0.030288696,0.004043579,-1.029571533,11375.90269,-0.055150401,0.178223848,0.087426737,-0.011573004,0.007693797,-0.022485554,XArbitraryZVertical,0.001312105,-0.009321144,0.156039924,0.987705935,-0.018822581,0.000316993,-0.999822795,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.2,0,0,0,0,0,0,0,0,0,11375.94292,-0.039672852,0.008224487,-1.028457642,11375.93285,-0.087712295,0.161745295,0.085571654,-0.015021032,0.017365634,-0.032565415,XArbitraryZVertical,-0.000528557,-0.007397305,0.157291094,0.987524502,-0.014443765,0.003370986,-0.999890029,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.3,0,0,0,0,0,0,0,0,0,11375.9781,-0.035324097,0.004714966,-1.02230835,11375.96303,-0.108798094,0.117776521,0.081897885,-0.02080521,0.002975585,-0.02772826,XArbitraryZVertical,-0.002610568,-0.005732002,0.158593871,0.987323847,-0.010490645,0.006973072,-0.999920666,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.3,0,0,0,0,0,0,0,0,0,11376.01332,-0.0181427,-0.001296997,-1.041809082,11375.99321,-0.07639505,0.088321775,0.103514686,-0.023920991,-0.006675045,-0.038107395,XArbitraryZVertical,-0.004355075,-0.004719862,0.160010947,0.987094366,-0.007924179,0.0101082,-0.999917507,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.4,0,0,0,0,0,0,0,0,0,11376.04851,-0.014770508,-0.000869751,-1.03477478,11376.02336,-0.059297554,0.05132328,0.11430262,-0.008779639,-0.009597162,-0.041537941,XArbitraryZVertical,-0.005554476,-0.004084152,0.161594733,0.986833113,-0.006265604,0.012282635,-0.999904931,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307615.8,0,1.039999,99.51485,1,0.92
53:38.4,0,0,0,0,0,0,0,0,0,11376.08369,-0.009735107,-0.011749268,-0.995681763,11376.08369,-0.004197561,0.007432479,0.14175576,-0.004437814,-0.027206969,-0.000229239,XArbitraryZVertical,-0.006996452,-0.004461418,0.165247847,0.986217168,-0.006487556,0.015274523,-0.999862313,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.4,0,0,0,0,0,0,0,0,0,11376.11891,0.023880005,-0.01991272,-0.987457275,11376.11388,0.023720443,0.01526541,0.140451491,0.020426068,-0.022891372,-0.008683741,XArbitraryZVertical,-0.006523855,-0.004385811,0.16733345,0.985869061,-0.006464353,0.01433112,-0.99987638,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.4,0,0,0,0,0,0,0,0,0,11376.1541,0.014053345,0.049850464,-0.974731445,11376.14406,-0.026067529,0.029090863,0.125919938,0.024918921,0.011516902,0.001499057,XArbitraryZVertical,-0.006546121,-0.004042247,0.169097624,0.985569323,-0.005753962,0.01427038,-0.999881625,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.5,0,0,0,0,0,0,0,0,0,11376.18929,0.011489868,0.031997681,-0.962966919,11376.17421,0.139016286,0.08501114,0.123222224,0.012121253,0.038106211,0.040448844,XArbitraryZVertical,-0.005423509,-0.003135706,0.170998742,0.98525129,-0.004324091,0.011759441,-0.999921501,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.5,0,0,0,0,0,0,0,0,0,11376.2245,-0.018844604,0.008590698,-1.001449585,11376.20439,0.090186216,0.08687146,0.101398848,0.01858351,0.021736778,0.026127756,XArbitraryZVertical,-0.003458571,-0.000969568,0.172679016,0.98497161,-0.000715548,0.007148037,-0.999974191,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.6,0,0,0,0,0,0,0,0,0,11376.25969,-0.017425537,0.012130737,-1.027587891,11376.23454,-0.040679358,0.076099053,0.112746678,-0.025853433,0.002010687,-0.003552437,XArbitraryZVertical,-0.003709824,0.000245084,0.174174473,0.984707816,0.001774985,0.00722081,-0.999972343,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.6,0,0,0,0,0,0,0,0,0,11376.29491,-0.021759033,-0.003753662,-0.976852417,11376.29491,0.011279487,0.039250515,0.103246182,-0.02632698,-0.015819337,0.027458191,XArbitraryZVertical,-0.006296944,0.001526457,0.17745573,0.984107367,0.005239253,0.011851981,-0.999916017,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.6,0,0,0,0,0,0,0,0,0,11376.33009,-0.000137329,0.020965576,-1.003585815,11376.32506,0.000704597,-0.017955024,0.092790298,0.001260411,0.027548376,0.007577717,XArbitraryZVertical,-0.006214803,0.001571826,0.178859527,0.983853723,0.005316047,0.011666642,-0.999917805,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.7,0,0,0,0,0,0,0,0,0,11376.36528,0.00428772,0.009292603,-0.995117188,11376.35524,-0.02026571,-0.004485575,0.101486251,-0.014799627,-0.006594812,-0.002028048,XArbitraryZVertical,-0.006646583,0.000960919,0.180237022,0.983600212,0.004286241,0.012728775,-0.999909818,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.7,0,0,0,0,0,0,0,0,0,11376.4005,0.020050049,-0.002212524,-0.9896698,11376.38539,0.005127796,0.00079787,0.081910692,0.010519415,-0.016538169,0.006400287,XArbitraryZVertical,-0.006474068,0.000655816,0.181559497,0.983358464,0.003640661,0.012494519,-0.999915302,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.7,0,0,0,0,0,0,0,0,0,11376.43568,0.010726929,0.028564453,-0.984436035,11376.41557,-0.006313986,0.022464529,0.043527275,0.016681243,-0.000369077,0.015223384,XArbitraryZVertical,-0.006907664,0.000710376,0.182491816,0.983182845,0.003918042,0.013323719,-0.99990356,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.8,0,0,0,0,0,0,0,0,0,11376.47087,0.01133728,0.014022827,-0.990859985,11376.44575,0.055306602,0.076948091,0.027743172,0.005923906,0.016355077,0.014329672,XArbitraryZVertical,-0.00656857,0.001344046,0.183027553,0.983084966,0.005047082,0.01242293,-0.999910116,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.9,0,0,0,0,0,0,0,0,0,11376.50611,0.01789856,0.021133423,-1.008361816,11376.50611,0.015344015,0.108373821,-0.011859449,0.004691621,0.008907258,-0.002143383,XArbitraryZVertical,-0.005600913,0.005060996,0.183076292,0.983069674,0.012001412,0.009159079,-0.999886036,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.9,0,0,0,0,0,0,0,0,0,11376.5413,-0.000137329,0.022628784,-1.007705688,11376.53626,-0.008199493,0.086034343,-0.012708647,-0.010251344,0.01459296,-0.011723518,XArbitraryZVertical,-0.006191534,0.006351709,0.182812235,0.983107832,0.014752606,0.009851552,-0.999842644,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.9,0,0,0,0,0,0,0,0,0,11376.57648,0.00062561,0.003921509,-0.998825073,11376.56644,0.000335084,0.061543591,0.0032726,-0.017368555,-0.000336791,-0.000191569,XArbitraryZVertical,-0.006425101,0.007382907,0.182762822,0.983108341,0.016864935,0.0099345,-0.999808431,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.9,0,0,0,0,0,0,0,0,0,11376.6117,0.020126343,0.012878418,-1.017105103,11376.59662,-0.029276516,0.035935882,0.025668718,-0.011745648,-0.00720734,-0.005396843,XArbitraryZVertical,-0.0068788,0.008046158,0.183007162,0.983054532,0.018337363,0.010579462,-0.999775887,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:38.9,0,0,0,0,0,0,0,0,0,11376.64689,0.018859863,4.58E-05,-1.001358032,11376.62678,-0.006596592,0.009215404,0.043194719,0.00254645,0.000296223,-0.015101135,XArbitraryZVertical,-0.007398962,0.008049637,0.183565238,0.982946738,0.018541114,0.011590305,-0.999760926,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.0,0,0,0,0,0,0,0,0,0,11376.6821,0.007980347,0.01625061,-0.985198975,11376.65696,-0.011717063,0.000599915,0.036465257,-0.000611929,-0.010325754,-0.000873744,XArbitraryZVertical,-0.007433097,0.007822034,0.184189413,0.982831492,0.018113678,0.011729493,-0.999767125,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.0,0,0,0,0,0,0,0,0,0,11376.71729,0.026199341,-0.006988525,-0.994659424,11376.71729,-0.005583537,0.022676721,0.018177064,0.004714495,-0.016638014,0.006929398,XArbitraryZVertical,-0.007317988,0.008219231,0.184904882,0.982694769,0.018860254,0.011343146,-0.999757767,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.0,0,0,0,0,0,0,0,0,0,11376.75248,0.023513794,0.013748169,-1.000762939,11376.74747,0.006972558,0.024112739,0.002227792,0.003383014,-0.003917238,-0.005411386,XArbitraryZVertical,-0.007384548,0.008510747,0.185038938,0.982666575,0.019459311,0.011363458,-0.999746084,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.1,0,0,0,0,0,0,0,0,0,11376.78769,0.03453064,-0.015686035,-1.005447388,11376.77762,0.038013294,0.043063793,0.02262228,0.006153721,-0.011814844,0.004256845,XArbitraryZVertical,-0.007006747,0.008988153,0.185173409,0.982639811,0.020259161,0.010441484,-0.999740243,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.1,0,0,0,0,0,0,0,0,0,11376.82288,0.031463623,0.005661011,-1.001678467,11376.80781,-0.001194592,0.011518527,0.026093826,0.020140655,-0.0121002,-0.010813057,XArbitraryZVertical,-0.00666962,0.009494974,0.185581275,0.982560422,0.021134285,0.009582431,-0.999730706,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.1,0,0,0,0,0,0,0,0,0,11376.85807,0.020751953,0.014892578,-0.989944458,11376.83796,0.021119379,0.016091686,0.022391085,0.001414713,0.002443206,0.00091815,XArbitraryZVertical,-0.006519945,0.009670622,0.185978287,0.98248465,0.021427613,0.00921444,-0.999727964,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.2,0,0,0,0,0,0,0,0,0,11376.89329,0.023910522,0.001815796,-0.993118286,11376.86814,0.032304656,0.033033919,0.037278421,-0.001973482,0.002528094,0.008110046,XArbitraryZVertical,-0.00597424,0.010269418,0.186440472,0.98239439,0.022404918,0.007908849,-0.999717712,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.2,0,0,0,0,0,0,0,0,0,11376.92847,0.020507813,0.0078125,-0.988647461,11376.89832,-0.010745719,0.025698118,0.053867016,5.68E-05,-0.005396784,0.006571174,XArbitraryZVertical,-0.005775337,0.011041905,0.187157383,0.982250875,0.023853635,0.007212511,-0.99968946,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.3,0,0,0,0,0,0,0,0,0,11376.96369,0.031265259,-0.011474609,-1.00112915,11376.95865,-0.078293614,-0.01228579,0.101484291,0.006386772,-0.013424507,-0.003967166,XArbitraryZVertical,-0.006896418,0.011308269,0.189383855,0.981813729,0.024817368,0.009258788,-0.999649107,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.3,0,0,0,0,0,0,0,0,0,11376.99888,0.025772095,-0.036499023,-0.999282837,11376.98881,-0.180805311,-0.031287894,0.151942223,0.005226826,-0.035826709,-0.004517078,XArbitraryZVertical,-0.008430336,0.010596728,0.191195795,0.981458524,0.024024189,0.012495951,-0.999633253,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.4,0,0,0,0,0,0,0,0,0,11377.03406,0.029632568,-0.030532837,-1.018051147,11377.01899,-0.377259105,-0.050252061,0.229902878,0.002568657,-0.053090796,0.002186835,XArbitraryZVertical,-0.012197941,0.009236159,0.194020982,0.980878013,0.022852402,0.020345366,-0.999531806,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.4,0,0,0,0,0,0,0,0,0,11377.06928,0.027374268,0.036483765,-1.008392334,11377.04917,-0.412217796,-0.068492606,0.329069227,0.007118568,-0.051762383,-0.016353011,XArbitraryZVertical,-0.017849277,0.00728316,0.198328532,0.979945947,0.021354247,0.032093737,-0.99925673,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.4,0,0,0,0,0,0,0,0,0,11377.10447,0.027496338,0.033660889,-0.980926514,11377.07932,-0.244082138,-0.04610642,0.366667032,0.006161159,0.000932392,-0.004122615,XArbitraryZVertical,-0.021533128,0.005796087,0.20359216,0.978801707,0.020114392,0.039793249,-0.999005437,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.4,0,0,0,0,0,0,0,0,0,11377.13965,0.044784546,-0.01763916,-0.960723877,11377.13965,-0.671879828,0.077959031,0.486921996,0.020482663,-0.073297538,0.037795961,XArbitraryZVertical,-0.029894526,0.004679019,0.215936287,0.975938445,0.022043495,0.056329694,-0.998168826,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.5,0,0,0,0,0,0,0,0,0,11377.17487,0.080230713,0.041275024,-0.992233276,11377.16984,-1.036373973,0.122159474,0.561267197,0.047752716,-0.066642508,0.034139514,XArbitraryZVertical,-0.042414773,0.003737787,0.223844894,0.973694219,0.026267584,0.080924667,-0.996374011,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.5,0,0,0,0,0,0,0,0,0,11377.21006,0.077835083,0.115020752,-1.022064209,11377.20002,-1.127699494,0.107095957,0.639463961,0.050479028,0.002208874,-0.001059175,XArbitraryZVertical,-0.058450263,0.002170872,0.232675283,0.970794,0.031414803,0.11247611,-0.993157685,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.5,0,0,0,0,0,0,0,0,0,11377.24524,0.064849854,0.116897583,-1.027954102,11377.23017,-0.778788388,0.017442748,0.737656653,0.044672072,-0.001187578,-0.014114916,XArbitraryZVertical,-0.072923779,0.000261178,0.242748014,0.967344511,0.035909504,0.140958026,-0.989364088,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.6,0,0,0,0,0,0,0,0,0,11377.28046,0.054473877,0.202377319,-1.049194336,11377.26035,-0.611251414,0.027595393,0.710030615,0.018902551,-0.018591583,-0.049469709,XArbitraryZVertical,-0.080908886,-0.000364617,0.253587125,0.96392278,0.040331978,0.156164765,-0.986907244,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.6,0,0,0,0,0,0,0,0,0,11377.31565,0.05078125,0.267776489,-1.016616821,11377.2905,-1.017192721,-0.025015127,0.699619055,0.012172811,0.032897428,-0.068622589,XArbitraryZVertical,-0.092637445,-0.001812653,0.263656094,0.960156485,0.045367993,0.178848714,-0.982830048,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.6,0,0,0,0,0,0,0,0,0,11377.35087,0.019485474,0.237258911,-1.03326416,11377.35087,-0.954395235,-0.417266339,0.797840238,-0.023266926,-0.01589492,-0.061676502,XArbitraryZVertical,-0.117889845,-0.013917881,0.286569089,0.950676857,0.041104358,0.23212716,-0.97181654,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.7,0,0,0,0,0,0,0,0,0,11377.38605,0.009170532,0.39453125,-0.978790283,11377.38102,-0.951289117,-0.437746316,0.480320662,-0.011252917,0.097254515,-0.055948853,XArbitraryZVertical,-0.129784778,-0.022923462,0.296205824,0.945987594,0.03351539,0.259129703,-0.965260863,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
53:39.7,0,0,0,0,0,0,0,0,0,11377.42124,-0.041641235,0.378540039,-0.897262573,11377.4112,-1.392054319,-0.545526385,0.303531289,-0.062994666,0.121214777,0.032478154,XArbitraryZVertical,-0.144203234,-0.034268833,0.301862087,0.941759144,0.022513004,0.292298347,-0.956062138,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307618.4,0,1.039999,99.51492,1,0.92
